ID,Ex_Sample,Ex_Cross,Consent,Sex,SexPref,Age,Country_Res,Country_Born,HPP_9,GDP,GINI,SexRatio.2017est.,SexRatio.15.54.,UNRegion,RelStatus,RelLength,RelY,RelM,Ethnicity,SRA,SRM,SRH,SRA_Partner,SRM_Partner,SRH_Partner,Kiss_Imp_Initial,Kiss_Imp_Est,Kiss_Freq,Hug_Freq,Sex_Freq,Kiss_Satis,Hug_Satis,Sex_Satis,GK_Breath,GK_Scent,GK_Taste,GK_Wet,GK_Contact,GK_Arous,GK_SynchStyle
6386840455,0,0,1,2,1,22,Chile,Chile,-0.45,24600,50.5,0.97,1.02,4,1,1.83,1,10,,4,3,4,5,6,3,89,80,98,94,63,85,86,69,70,64,79,61,60,88,73
6386829374,0,0,1,2,1,31,Chile,Chile,-0.45,24600,50.5,0.97,1.02,4,1,11.67,11,8,Ninguna etnia,5,2,5,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6386824346,0,0,1,1,2,40,Chile,Chile,-0.45,24600,50.5,0.97,1.02,4,1,1,1,NA,Latinoamericano,5,5,4,6,4,3,93,99,98,95,85,76,73,61,100,100,100,94,98,99,78
6386659075,0,0,1,1,2,28,Chile,Chile,-0.45,24600,50.5,0.97,1.02,4,2,NA,NA,NA,,5,4,4,3,2,3,91,95,73,81,79,46,49,91,76,32,66,62,70,59,80
6386641223,0,0,1,1,2,53,Chile,Chile,-0.45,24600,50.5,0.97,1.02,4,NA,NA,NA,NA,"chileno, con ascendia espa±ola e indÝgena",4,5,5,4,NA,4,100,50,35,35,60,NA,NA,NA,100,100,100,100,100,100,50
6386621236,0,0,1,2,1,26,Chile,Chile,-0.45,24600,50.5,0.97,1.02,4,1,6,6,NA,,6,1,4,6,7,7,100,100,100,100,80,100,100,100,100,100,100,94,100,100,100
6386595861,0,0,1,2,1,26,Chile,Chile,-0.45,24600,50.5,0.97,1.02,4,1,9.5,9,6,,6,3,2,5,6,3,85,70,65,95,60,40,40,70,95,70,85,40,40,40,75
6386553132,0,0,1,2,1,31,Chile,Chile,-0.45,24600,50.5,0.97,1.02,4,1,12.75,12,9,chilena,4,1,5,6,4,3,90,90,71,75,57,96,68,57,100,100,100,97,94,94,91
6386552565,0,0,1,2,1,26,Chile,Chile,-0.45,24600,50.5,0.97,1.02,4,2,NA,NA,NA,,4,1,6,NA,NA,NA,100,100,100,100,100,100,100,100,100,55,59,100,100,100,NA
6386536547,0,0,1,2,1,31,Chile,Chile,-0.45,24600,50.5,0.97,1.02,4,1,10.25,10,3,,4,3,4,4,4,4,100,100,68,69,80,87,82,76,100,100,100,87,100,100,89
6386499685,0,0,1,1,1,20,Chile,Chile,-0.45,24600,50.5,0.97,1.02,4,1,2.33,2,4,,4,4,3,4,2,5,50,70,90,60,80,90,93,88,100,70,10,10,30,20,1
6386493194,0,0,1,2,1,36,Chile,Chile,-0.45,24600,50.5,0.97,1.02,4,1,4.25,4,3,,5,NA,6,6,7,5,78,78,78,91,82,68,68,100,77,84,76,74,42,90,71
6386484833,0,0,1,2,1,54,Chile,Chile,-0.45,24600,50.5,0.97,1.02,4,1,36,36,NA,No me identifico con ninguna,3,NA,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6386457982,0,0,1,1,2,30,Chile,Chile,-0.45,24600,50.5,0.97,1.02,4,1,0.83,NA,10,,6,4,4,6,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6386445912,0,0,1,2,2,26,Chile,Chile,-0.45,24600,50.5,0.97,1.02,4,2,NA,NA,NA,Chilena,3,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6386434014,0,0,1,2,1,54,Chile,Chile,-0.45,24600,50.5,0.97,1.02,4,1,2,2,NA,latina,4,4,5,4,3,5,94,90,93,100,80,96,96,96,94,94,99,55,100,91,96
6386427298,0,0,1,2,2,26,Chile,Chile,-0.45,24600,50.5,0.97,1.02,4,1,0.83,0,10,,7,1,6,5,6,5,100,71,59,80,49,61,61,53,59,93,86,74,66,85,50
6386343975,0,0,1,1,2,60,Chile,Chile,-0.45,24600,50.5,0.97,1.02,4,1,1.75,1,9,Mestizo,5,4,6,6,NA,6,85,90,85,75,50,85,80,80,75,85,80,80,90,65,60
6386340229,0,0,1,2,1,33,Chile,Chile,-0.45,24600,50.5,0.97,1.02,4,1,12,12,NA,,5,4,5,6,3,5,85,85,65,75,90,95,95,95,65,70,80,50,70,100,50
6386299861,0,0,1,2,1,28,Chile,Chile,-0.45,24600,50.5,0.97,1.02,4,1,1.08,1,1,Ninguna ,7,5,4,1,6,1,95,93,90,94,97,100,100,100,100,97,71,29,100,100,38
6386233327,0,0,1,1,2,55,Chile,Chile,-0.45,24600,50.5,0.97,1.02,4,1,4.17,4,2,latino americano,5,6,6,3,1,3,100,100,91,100,55,100,100,28,67,77,87,54,80,47,81
6386224745,0,0,1,2,1,24,Chile,Chile,-0.45,24600,50.5,0.97,1.02,4,1,1.92,1,11,Mestiza,6,2,1,3,4,2,68,58,55,52,44,80,57,53,96,100,100,25,23,39,66
6386219911,0,0,1,1,1,20,Chile,Chile,-0.45,24600,50.5,0.97,1.02,4,2,NA,NA,NA,no,7,4,4,6,4,3,100,100,95,75,100,0,NA,NA,100,100,100,100,100,100,100
6386210922,0,0,1,2,3,20,Chile,Chile,-0.45,24600,50.5,0.97,1.02,4,2,NA,NA,NA,Mixed,5,4,5,5,5,6,70,70,62,68,50,100,84,100,81,81,80,81,26,69,25
6386190092,0,0,1,2,1,33,Chile,Chile,-0.45,24600,50.5,0.97,1.02,4,1,4.5,4,6,,4,3,4,6,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6386164550,0,0,1,1,2,25,Chile,Chile,-0.45,24600,50.5,0.97,1.02,4,2,NA,NA,NA,Latino,5,3,3,5,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6386107759,0,0,1,1,2,36,Chile,Chile,-0.45,24600,50.5,0.97,1.02,4,1,11.25,11,3,No,2,2,4,5,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6386089589,0,0,1,2,1,25,Chile,Chile,-0.45,24600,50.5,0.97,1.02,4,1,2.17,2,2,hispanica,4,5,6,6,7,4,90,85,90,100,65,NA,95,60,70,80,60,50,90,95,60
6386063043,0,0,1,2,1,25,Chile,Chile,-0.45,24600,50.5,0.97,1.02,4,1,1,1,NA,,6,2,6,5,4,4,100,100,61,63,54,65,68,68,100,100,100,70,71,72,100
6386047926,0,0,1,2,1,28,Chile,Chile,-0.45,24600,50.5,0.97,1.02,4,1,1.5,1,6,,5,4,4,4,4,3,100,70,75,100,50,100,100,50,100,90,60,80,80,70,40
6386026923,0,0,1,1,2,31,Chile,Chile,-0.45,24600,50.5,0.97,1.02,4,2,NA,NA,NA,Chileno (mestizo),4,4,4,NA,NA,NA,90,90,70,60,50,80,70,40,100,80,95,80,85,95,75
6385968020,0,0,1,2,1,37,Chile,Chile,-0.45,24600,50.5,0.97,1.02,4,1,1.17,1,2,,5,2,4,6,4,5,91,99,98,98,69,97,98,98,98,98,99,99,99,76,86
6385961344,0,0,1,2,2,24,Chile,Chile,-0.45,24600,50.5,0.97,1.02,4,1,1.92,1,11,,3,2,4,6,1,5,87,100,100,100,89,100,100,100,100,100,90,100,96,87,84
6385921563,0,0,1,2,1,25,Chile,Chile,-0.45,24600,50.5,0.97,1.02,4,1,5.67,5,8,No,6,NA,2,4,3,4,100,100,100,66,61,100,100,70,100,100,100,100,67,61,100
6385884390,0,0,1,2,1,18,Chile,Chile,-0.45,24600,50.5,0.97,1.02,4,1,2.83,2,10,Mapuche,4,1,3,7,6,3,100,100,100,100,99,100,100,100,95,100,100,100,100,100,90
6385867139,0,0,1,2,1,19,Chile,Chile,-0.45,24600,50.5,0.97,1.02,4,2,NA,NA,NA,,4,1,4,NA,NA,NA,51,100,73,92,NA,55,83,NA,100,100,66,20,48,NA,38
6385827440,0,0,1,2,1,42,Chile,Chile,-0.45,24600,50.5,0.97,1.02,4,1,14,14,NA,,5,NA,5,5,5,5,100,80,80,100,80,70,100,100,100,100,100,50,50,70,50
6385810150,0,0,1,1,2,24,Chile,Chile,-0.45,24600,50.5,0.97,1.02,4,1,3.17,3,2,Mestizo,4,4,3,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6385766479,0,0,1,1,3,22,Chile,Chile,-0.45,24600,50.5,0.97,1.02,4,2,NA,NA,NA,Chileno,5,4,3,5,5,4,100,75,81,100,100,78,100,72,77,80,71,44,70,41,36
6385758643,0,0,1,2,1,18,Chile,Chile,-0.45,24600,50.5,0.97,1.02,4,2,NA,NA,NA,,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6385757943,0,0,1,2,1,18,Chile,Chile,-0.45,24600,50.5,0.97,1.02,4,2,NA,NA,NA,,4,2,5,NA,NA,NA,60,90,70,100,10,65,60,50,100,75,30,62,45,0,32
6385748736,0,0,1,2,1,32,Chile,Chile,-0.45,24600,50.5,0.97,1.02,4,2,NA,NA,NA,latina,6,2,6,5,6,5,100,100,89,100,86,51,48,100,100,100,86,66,67,92,77
6385746340,0,0,1,1,1,20,Chile,Chile,-0.45,24600,50.5,0.97,1.02,4,2,NA,NA,NA,Caucßsica,5,4,6,NA,NA,NA,100,85,80,71,51,60,60,100,100,95,100,18,100,100,11
6385742970,0,0,1,2,3,23,Chile,Chile,-0.45,24600,50.5,0.97,1.02,4,2,NA,NA,NA,,3,2,5,NA,NA,NA,100,90,60,50,NA,100,39,NA,51,49,100,100,53,51,40
6385738402,0,0,1,2,1,33,Chile,Chile,-0.45,24600,50.5,0.97,1.02,4,1,3.25,3,3,Chilena ,6,2,5,6,6,6,100,100,80,100,63,100,80,100,100,100,71,52,75,100,100
6385718945,0,0,1,2,1,35,Chile,Chile,-0.45,24600,50.5,0.97,1.02,4,1,10,10,NA,,7,1,6,6,7,4,100,100,80,100,60,70,100,40,100,100,25,15,70,100,100
6385713446,0,0,1,2,1,27,Chile,Chile,-0.45,24600,50.5,0.97,1.02,4,1,5.83,5,10,Ninguna conocida,4,3,6,7,7,4,33,60,80,60,20,100,80,100,72,58,82,11,72,16,21
6385699408,0,0,1,1,2,35,Chile,Chile,-0.45,24600,50.5,0.97,1.02,4,1,3.5,3,6,chileno,4,6,6,6,1,2,100,100,100,25,50,51,52,55,100,100,100,100,100,100,NA
6385696093,0,0,1,2,2,24,Chile,Chile,-0.45,24600,50.5,0.97,1.02,4,1,3,3,NA,No,5,1,5,6,4,6,46,66,89,100,56,78,83,35,100,100,76,22,85,25,29
6385644162,0,0,1,2,1,42,Chile,Chile,-0.45,24600,50.5,0.97,1.02,4,1,17.33,17,4,caucasica,6,2,7,6,6,7,100,100,70,80,80,90,100,70,90,100,100,80,90,86,75
6180974400,0,0,1,1,1,51,Chile,Chile,-0.45,24600,50.5,0.97,1.02,4,1,13.33,13,4,Hispana,4,4,4,4,4,5,100,74,88,89,56,49,58,33,100,89,82,100,100,100,91
6172419510,0,0,1,2,1,18,Chile,Chile,-0.45,24600,50.5,0.97,1.02,4,2,NA,NA,NA,Hispßnica,4,4,5,6,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155113416,0,0,1,2,1,20,Chile,Chile,-0.45,24600,50.5,0.97,1.02,4,1,2.67,2,8,,4,2,4,4,5,4,85,61,49,81,39,65,87,71,26,73,58,71,79,78,30
6147386638,0,0,1,2,1,29,Chile,Chile,-0.45,24600,50.5,0.97,1.02,4,1,3.83,3,10,mestizo,5,NA,6,6,6,6,100,80,61,100,62,88,91,71,100,80,100,90,50,80,50
6133822570,0,0,1,1,2,21,Chile,Chile,-0.45,24600,50.5,0.97,1.02,4,2,NA,NA,NA,,4,5,4,6,1,4,85,90,90,90,85,79,90,90,95,98,80,80,85,80,90
6131397081,0,0,1,2,3,18,Chile,Chile,-0.45,24600,50.5,0.97,1.02,4,2,NA,NA,NA,Mapuche,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6131310356,0,0,1,2,1,46,Chile,Chile,-0.45,24600,50.5,0.97,1.02,4,1,10,10,NA,Hispana,4,2,4,6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6130892970,0,0,1,2,1,18,Chile,Chile,-0.45,24600,50.5,0.97,1.02,4,2,NA,NA,NA,Chilena,5,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6128362658,0,0,1,2,1,23,Chile,Chile,-0.45,24600,50.5,0.97,1.02,4,2,NA,NA,NA,Ninguna,4,1,3,4,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6128052735,0,0,1,2,1,18,Chile,Chile,-0.45,24600,50.5,0.97,1.02,4,1,0.75,NA,9,,4,1,4,7,6,6,100,100,100,100,87,100,100,100,9,71,6,6,30,32,59
6127400867,0,0,1,2,1,19,Chile,Chile,-0.45,24600,50.5,0.97,1.02,4,1,1.25,1,3,Caucßsica,5,2,3,5,4,4,80,60,62,78,45,100,95,70,95,78,60,55,NA,30,60
6127373736,0,0,1,2,1,28,Chile,Chile,-0.45,24600,50.5,0.97,1.02,4,1,12.33,12,4,Latina,4,4,4,5,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6127361432,0,0,1,1,2,19,Chile,Chile,-0.45,24600,50.5,0.97,1.02,4,2,NA,NA,NA,,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6127353778,0,0,1,2,1,28,Chile,Chile,-0.45,24600,50.5,0.97,1.02,4,1,6.25,6,3,Chilena,3,1,3,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6127264214,0,0,1,2,1,19,Chile,Chile,-0.45,24600,50.5,0.97,1.02,4,1,5.17,5,2,Mapuche,4,3,4,4,4,4,74,100,87,92,48,100,100,100,90,83,100,59,86,36,24
6127177864,0,0,1,2,1,29,Chile,Chile,-0.45,24600,50.5,0.97,1.02,4,1,0.42,0,5,Chilena,4,2,4,6,7,6,50,86,50,93,74,44,97,67,100,100,85,79,92,100,100
6127138570,0,0,1,2,1,24,Chile,Chile,-0.45,24600,50.5,0.97,1.02,4,2,NA,NA,NA,,4,2,5,4,4,4,80,87,85,83,29,61,83,27,100,94,42,46,66,82,80
6126855473,0,0,1,2,1,18,Chile,Chile,-0.45,24600,50.5,0.97,1.02,4,2,NA,NA,NA,,5,2,4,4,5,4,50,65,40,30,60,50,80,60,75,70,30,50,40,66,30
6126603058,0,0,1,2,1,35,Chile,Chile,-0.45,24600,50.5,0.97,1.02,4,1,12,12,NA,,4,1,6,4,5,2,51,65,100,100,100,66,86,77,100,100,43,46,99,100,63
6126451029,0,0,1,1,2,19,Chile,Chile,-0.45,24600,50.5,0.97,1.02,4,2,NA,NA,NA,Hispano,4,4,3,NA,NA,NA,100,81,100,100,50,79,76,23,100,100,100,0,81,1,51
6126448829,0,0,1,2,1,18,Chile,Chile,-0.45,24600,50.5,0.97,1.02,4,1,0.75,0,9,,2,4,3,4,4,4,50,85,100,100,19,100,90,70,85,55,60,50,90,20,5
6126444413,0,0,1,1,1,19,Chile,Chile,-0.45,24600,50.5,0.97,1.02,4,2,NA,NA,NA,,7,4,4,NA,NA,NA,100,100,NA,NA,NA,NA,NA,NA,97,97,97,96,98,97,NA
6126441795,0,0,1,2,2,23,Chile,Chile,-0.45,24600,50.5,0.97,1.02,4,1,1.42,1,5,,3,3,4,7,1,6,89,92,100,100,89,100,100,100,100,100,100,100,96,85,79
6126422970,0,0,1,2,1,19,Chile,Chile,-0.45,24600,50.5,0.97,1.02,4,1,3.08,3,1,Mapuche,4,5,4,4,6,4,100,100,80,91,52,73,85,67,87,91,89,71,85,90,56
6126394930,0,0,1,1,3,22,Chile,Chile,-0.45,24600,50.5,0.97,1.02,4,2,NA,NA,NA,Latino,4,4,4,4,5,4,100,100,75,100,80,100,65,80,70,30,73,28,56,52,62
6126390308,0,0,1,2,1,22,Chile,Chile,-0.45,24600,50.5,0.97,1.02,4,2,NA,NA,NA,,5,2,6,NA,NA,NA,100,100,76,70,77,91,91,91,100,100,100,26,100,64,69
6126344838,0,0,1,2,1,19,Chile,Chile,-0.45,24600,50.5,0.97,1.02,4,1,2.5,2,6,,6,2,5,7,6,7,83,100,100,100,89,85,100,100,100,100,100,58,83,100,0
6126332061,0,0,1,2,1,19,Chile,Chile,-0.45,24600,50.5,0.97,1.02,4,2,NA,NA,NA,,5,NA,4,NA,NA,NA,45,65,70,84,NA,50,50,NA,91,91,75,100,85,77,80
6126322000,0,0,1,2,1,18,Chile,Chile,-0.45,24600,50.5,0.97,1.02,4,1,2.33,2,4,Mapuche,2,NA,3,2,5,2,55,100,100,90,100,100,100,100,100,70,100,100,100,100,70
6445479771,0,0,1,2,1,30,Chile,Chile,-0.45,24600,50.5,0.97,1.02,4,2,NA,NA,NA,,4,4,2,NA,NA,NA,100,100,90,90,90,100,100,100,80,80,100,100,89,100,100
6387051387,0,0,1,1,2,21,Chile,Chile,-0.45,24600,50.5,0.97,1.02,4,1,0.17,NA,2,,3,7,2,6,2,4,90,100,100,100,10,60,50,30,100,100,100,81,100,100,90
6386039274,0,0,1,2,3,28,Chile,Chile,-0.45,24600,50.5,0.97,1.02,4,1,0.67,NA,8,Hispanoamericana ,4,4,6,5,2,4,50,92,90,93,87,80,80,80,85,91,90,81,85,91,70
6385866026,0,1,1,2,1,40,Chile,ecuador,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,latina,4,5,5,4,4,5,100,85,98,85,61,74,73,65,100,100,100,52,100,100,0
6414350140,0,1,1,2,1,20,Chile,espa±a,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,blanca,5,1,7,3,4,3,100,100,90,85,80,90,90,70,100,100,100,15,100,80,60
6413718055,0,1,1,2,1,26,Chile,Espa±a,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,Blanca ,4,4,4,5,5,6,94,99,100,68,100,95,100,100,94,95,94,62,98,98,63
6413714193,0,1,1,2,1,26,Chile,Espa±a,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,Blanca ,4,4,4,5,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6390377485,0,1,1,2,1,49,Chile,Espa±a,NA,NA,NA,NA,NA,NA,1,15,15,NA,latina,6,NA,5,5,6,4,90,70,70,70,50,20,20,60,100,100,90,60,50,80,80
6411182075,0,1,1,2,1,44,Chile,Estados Unidos,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,caucßsica,5,1,4,NA,NA,NA,100,100,100,100,71,86,77,55,100,100,100,96,95,100,80
6385775612,0,1,1,2,1,44,Chile,Panamß,NA,NA,NA,NA,NA,NA,1,18.75,18,9,Latina,6,4,6,6,7,4,100,85,70,70,50,50,75,20,100,80,90,100,100,90,90
6411193411,0,1,1,2,1,28,Chile,Peru,NA,NA,NA,NA,NA,NA,1,5.5,5,6,Ninguna,4,2,4,5,6,5,50,100,76,80,72,94,88,100,88,100,84,65,93,99,90
6418898171,0,1,1,2,1,53,Chile,Per·,NA,NA,NA,NA,NA,NA,1,0.25,NA,3,,6,1,3,7,7,7,100,80,90,90,99,50,70,100,100,100,100,70,90,100,100
6390619770,0,1,1,2,1,20,Chile,Santiago ,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6180253643,0,1,1,2,1,56,Chile,USA,NA,NA,NA,NA,NA,NA,1,16.42,16,5,blanco,5,5,3,5,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6429646180,0,0,1,2,1,40,Chile,Chile,-0.45,24600,50.5,0.97,1.02,4,1,22,22,NA,,4,NA,4,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6385826001,0,0,1,1,2,30,Chile,Chile,-0.45,24600,50.5,0.97,1.02,4,1,4.17,4,2,,4,4,4,6,NA,4,100,100,100,100,80,100,90,70,100,70,80,70,60,50,80
6445114568,0,0,1,2,2,22,Chile,Chile,-0.45,24600,50.5,0.97,1.02,4,2,NA,NA,NA,,4,5,3,4,6,4,100,70,100,100,100,100,100,100,29,64,0,53,100,100,100
6405113176,0,0,1,2,1,60,Chile,Chile,-0.45,24600,50.5,0.97,1.02,4,2,3,3,NA,,5,1,5,4,6,6,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
6385745257,0,0,1,2,1,30,Chile,Chile,-0.45,24600,50.5,0.97,1.02,4,1,9.42,9,5,,6,1,7,4,4,6,100,100,50,90,70,60,60,50,100,100,100,80,80,100,80
6089123282,0,1,1,2,3,25,China,UK,NA,NA,NA,NA,NA,NA,1,1.92,1,11,White,6,2,5,6,3,6,100,100,85,90,70,90,100,50,80,90,50,100,90,95,30
6128749755,0,1,1,2,1,25,China ,Chile,NA,NA,NA,NA,NA,NA,1,0.42,0,5,Latinoamericana ,5,4,6,6,4,5,100,100,100,61,100,100,67,92,91,100,100,39,75,20,NA
6196011090,0,1,1,1,2,28,China ,France,NA,NA,NA,NA,NA,NA,1,9.17,9,2,Franþais ,4,6,6,5,5,6,56,34,99,42,39,78,85,64,96,38,54,29,77,20,73
6190621784,0,1,1,1,2,28,Chine,France,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,Franþaise,5,3,6,NA,NA,NA,75,75,75,75,NA,NA,NA,NA,80,80,80,80,80,80,80
6194622341,0,1,1,2,1,28,Chine ,France,NA,NA,NA,NA,NA,NA,1,9.17,9,2,franþaise ,4,6,4,5,3,5,80,80,54,80,60,30,20,50,50,90,65,80,66,91,50
6102909414,0,1,1,2,1,28,Colombia,Brazil,NA,NA,NA,NA,NA,NA,1,4.33,4,4,Blanca,7,1,4,6,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6118093634,0,1,1,1,2,33,Colombia,Chile,NA,NA,NA,NA,NA,NA,1,2.25,2,3,Latino,6,6,7,6,1,6,83,83,76,92,50,100,100,36,100,85,52,71,82,100,20
6102839806,0,0,1,2,2,21,Colombia,Colombia,0.27,14500,53.5,0.98,1.01,4,2,NA,NA,NA,,5,1,5,5,1,4,100,100,100,100,100,100,100,100,100,100,70,100,100,100,100
6243289129,0,0,1,1,2,25,Colombia,Colombia,0.27,14500,53.5,0.98,1.01,4,1,5,5,0,,4,4,5,6,4,5,80,94,61,90,67,83,83,80,100,93,99,80,99,100,82
6229751778,0,0,1,2,1,23,Colombia,Colombia,0.27,14500,53.5,0.98,1.01,4,NA,0.67,0,8,Cat¾lica,5,1,5,4,4,3,100,100,80,100,91,100,100,100,100,100,40,43,87,100,60
6161088650,0,0,1,1,2,40,Colombia,Colombia,0.27,14500,53.5,0.98,1.01,4,2,NA,NA,NA,Hispano Latino,1,4,3,NA,NA,NA,30,70,60,81,75,85,80,80,81,77,89,84,90,90,85
6134466817,0,0,1,2,1,19,Colombia,Colombia,0.27,14500,53.5,0.98,1.01,4,1,0.83,0,10,,4,2,3,5,5,4,78,95,76,100,97,64,73,99,94,93,97,95,94,100,100
6131925133,0,0,1,2,1,30,Colombia,Colombia,0.27,14500,53.5,0.98,1.01,4,1,13,13,NA,,4,2,5,6,5,6,100,100,70,50,40,30,30,30,100,99,100,100,80,70,70
6126657386,0,0,1,1,2,35,Colombia,Colombia,0.27,14500,53.5,0.98,1.01,4,1,0.42,0,5,Latino,5,4,4,3,1,4,98,100,100,100,100,100,100,100,100,100,100,NA,51,100,50
6125900570,0,0,1,1,2,19,Colombia,Colombia,0.27,14500,53.5,0.98,1.01,4,1,2.67,2,8,Blanco,5,4,7,6,4,3,80,60,80,80,60,85,100,50,100,90,90,50,80,80,90
6125410845,0,0,1,1,2,32,Colombia,Colombia,0.27,14500,53.5,0.98,1.01,4,1,11,11,NA,BLANCO,6,6,5,6,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6123458020,0,0,1,1,2,23,Colombia,Colombia,0.27,14500,53.5,0.98,1.01,4,1,0.67,NA,8,,6,4,6,6,1,6,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0
6123215512,0,0,1,1,2,26,Colombia,Colombia,0.27,14500,53.5,0.98,1.01,4,1,6.25,6,3,Blanco,4,7,5,4,NA,4,100,80,70,70,100,100,100,100,100,100,90,60,100,100,10
6123166250,0,0,1,1,2,53,Colombia,Colombia,0.27,14500,53.5,0.98,1.01,4,1,20.75,20,9,aria,6,6,4,6,1,6,100,100,100,100,50,100,79,55,100,54,100,78,99,72,100
6123022820,0,0,1,2,1,21,Colombia,Colombia,0.27,14500,53.5,0.98,1.01,4,2,NA,NA,NA,Guajira,4,NA,4,NA,NA,NA,76,76,63,42,91,86,70,65,100,93,98,50,71,91,97
6122963124,0,0,1,1,2,21,Colombia,Colombia,0.27,14500,53.5,0.98,1.01,4,1,2.17,2,2,,5,4,5,5,2,3,89,100,94,94,73,90,88,91,100,66,100,86,93,93,30
6122706529,0,0,1,1,1,26,Colombia,Colombia,0.27,14500,53.5,0.98,1.01,4,1,NA,NA,NA,mestizo,5,4,4,NA,NA,NA,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
6122218047,0,0,1,1,1,41,Colombia,Colombia,0.27,14500,53.5,0.98,1.01,4,1,6,6,0,Latino,6,4,5,6,6,5,95,95,94,95,71,100,100,100,100,100,100,74,100,100,100
6121620977,0,0,1,1,2,25,Colombia,Colombia,0.27,14500,53.5,0.98,1.01,4,2,NA,NA,NA,,3,4,4,NA,NA,NA,100,100,100,80,85,100,100,91,100,93,100,100,92,91,100
6120614335,0,0,1,1,2,32,Colombia,Colombia,0.27,14500,53.5,0.98,1.01,4,1,0.33,NA,4,,4,5,5,7,4,4,90,91,80,93,87,71,81,75,100,100,50,50,90,81,20
6120551565,0,0,1,2,1,25,Colombia,Colombia,0.27,14500,53.5,0.98,1.01,4,1,0.83,NA,10,Latina,6,2,4,6,4,4,100,100,89,90,83,99,99,86,99,83,83,25,0,1,91
6119593728,0,0,1,2,1,23,Colombia,Colombia,0.27,14500,53.5,0.98,1.01,4,2,NA,NA,NA,,4,1,4,4,4,4,80,100,100,100,80,100,100,100,75,75,90,50,10,10,90
6119499116,0,0,1,1,2,50,Colombia,Colombia,0.27,14500,53.5,0.98,1.01,4,1,25.83,25,10,blanco,5,5,4,4,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6119429188,0,0,1,1,2,39,Colombia,Colombia,0.27,14500,53.5,0.98,1.01,4,1,20,20,NA,Mestizo,6,6,6,7,1,6,40,70,70,90,70,60,50,60,100,90,90,50,80,60,30
6119403727,0,0,1,1,2,24,Colombia,Colombia,0.27,14500,53.5,0.98,1.01,4,1,2,2,NA,,6,6,5,5,NA,3,100,80,80,100,90,75,85,80,100,100,80,80,90,80,100
6119234216,0,0,1,1,1,48,Colombia,Colombia,0.27,14500,53.5,0.98,1.01,4,1,28.08,28,1,mestizo,4,5,7,6,1,3,75,93,100,100,83,99,78,66,100,100,100,54,96,90,72
